key_mode,kernel,N,noise_std,acc_mean,acc_std,cos_mean,cos_std,snr_mean,snr_std,entropy_mean,entropy_std
correlated,solu,320,0.1,0.991875,0.003186887195995471,0.09352032761385647,7.520955457252061e-05,0.009963938035070896,1.292728484258987e-05,5.7309088706970215,0.0002896867226809263
correlated,solu,320,0.2,0.6431250000000001,0.0332720791355154,0.08397008219798019,0.0002066945231227004,0.009968122467398643,1.0002083399740513e-05,5.7309699058532715,0.00012432837684173137
correlated,solu,320,0.3,0.301875,0.01774383695822298,0.07680367641425263,0.0002667642915886977,0.009959377348423004,1.912099469336681e-05,5.730801582336426,0.0002922678831964731
correlated,solu,640,0.0,1.0,0.0,0.07031968530654797,3.236860843763265e-05,0.004969972185790539,4.427555722941179e-06,6.424404144287109,0.00019795783737208694
correlated,solu,640,0.1,0.97,0.00811297186609195,0.06616837201258215,2.3397809129998398e-05,0.0049710399471223354,3.883964382112026e-06,6.424381256103516,0.00012495735427364707
correlated,solu,640,0.2,0.533125,0.014836346838086545,0.05930777167607167,5.9842005131206455e-05,0.004968189634382725,5.813130883325357e-06,6.424391269683838,0.00020884803961962461
correlated,solu,640,0.3,0.22562500000000002,0.009301797541335768,0.05444968015736538,8.870682147594255e-05,0.004966006614267826,5.494935976457782e-06,6.4244184494018555,2.4114007828757167e-05
correlated,solu,960,0.0,1.0,0.0,0.05742743159382867,7.333249516055417e-06,0.0033090810757130384,8.031260563257092e-07,6.829840183258057,4.9607107939664274e-05
correlated,solu,960,0.1,0.96875,0.004419417382415927,0.054054997078209543,1.9251163574382388e-05,0.003311465261504054,2.82910468740738e-06,6.829968452453613,8.572518709115684e-05
correlated,solu,960,0.2,0.4697916666666666,0.008740073734751266,0.04850701430149548,4.245058720318756e-05,0.003307861741632223,2.1855810246051988e-06,6.829911708831787,6.641676009166986e-05
correlated,solu,960,0.3,0.16854166666666665,0.009601432184835763,0.0443998870397467,0.00011056153858315522,0.0033086631447076797,3.5597993246483384e-06,6.829863548278809,0.0001283650635741651
correlated,solu,1280,0.0,1.0,0.0,0.04975290341298576,1.4339880247949923e-05,0.0024816442746669054,1.361444788017252e-06,7.117659568786621,0.00010654809011612087
correlated,solu,1280,0.1,0.954375,0.005470981687503646,0.0468178671843686,1.7870620043201925e-05,0.002482406795024872,1.1518320661707548e-06,7.117600440979004,9.36309588723816e-05
correlated,solu,1280,0.2,0.43234374999999997,0.014844572345642015,0.042039468647647474,3.4503883288771476e-05,0.002481440780684352,1.812374648579862e-06,7.117700099945068,6.174368900246918e-05
correlated,solu,1280,0.3,0.15828125,0.00902470567387103,0.038545884117460086,4.605955615481495e-05,0.0024805902503430843,2.458113840475562e-06,7.117600917816162,0.00011553853983059525
